"SettlementPoint","Year","Month","AveragePrice"
"LZ_SOUTH",2018,2,25.1970386904762
"LZ_SOUTH",2018,3,26.7599730820996
"LZ_SOUTH",2018,4,28.1869722222222
"LZ_SOUTH",2018,5,41.2744220430108
"LZ_SOUTH",2018,6,32.2586805555556
"LZ_SOUTH",2018,7,80.4475672043011
"LZ_SOUTH",2018,8,33.6906317204301
"LZ_SOUTH",2018,9,28.3837638888889
"LZ_SOUTH",2018,10,32.1269758064516
"LZ_SOUTH",2018,11,33.5444861111111
"LZ_SOUTH",2018,12,32.1127284946237
"LZ_SOUTH",2019,1,27.0579032258065
"LZ_SOUTH",2019,2,23.7289583333333
"LZ_SOUTH",2019,3,30.5294885598923
"LZ_SOUTH",2019,4,27.1478333333333
"LZ_SOUTH",2019,5,27.2109946236559
"LZ_SOUTH",2019,6,27.2595972222222
"LZ_SOUTH",2019,7,31.1321639784946
"LZ_SOUTH",2019,8,127.109018817204
"LZ_SOUTH",2019,9,81.0091111111111
"LZ_SOUTH",2019,10,32.9421102150538
"LZ_SOUTH",2019,11,25.8037083333333
"LZ_SOUTH",2019,12,19.7868817204301
"LZ_WEST",2016,1,19.5192607526882
"LZ_WEST",2016,2,15.0444827586207
"LZ_WEST",2016,3,16.0026514131898
"LZ_WEST",2016,4,17.1536666666667
"LZ_WEST",2016,5,17.7375268817204
"LZ_WEST",2016,6,23.4887638888889
"LZ_WEST",2016,7,27.1787903225806
"LZ_WEST",2016,8,30.010564516129
"LZ_WEST",2016,9,26.7676666666667
"LZ_WEST",2016,10,25.1822580645161
"LZ_WEST",2016,11,19.3431388888889
"LZ_WEST",2016,12,25.1658198924731
"LZ_WEST",2017,1,23.2313709677419
"LZ_WEST",2017,2,18.4770535714286
"LZ_WEST",2017,3,20.251197846568
"LZ_WEST",2017,4,20.3885694444444
"LZ_WEST",2017,5,22.8677956989247
"LZ_WEST",2017,6,27.5123194444444
"LZ_WEST",2017,7,31.1301747311828
"LZ_WEST",2017,8,27.2139112903226
"LZ_WEST",2017,9,27.0117777777778
"LZ_WEST",2017,10,22.1733198924731
"LZ_WEST",2017,11,22.1529166666667
"LZ_WEST",2017,12,21.8722580645161
"LZ_WEST",2018,1,37.2933064516129
"LZ_WEST",2018,2,22.1241071428571
"LZ_WEST",2018,3,22.3016285329744
"LZ_WEST",2018,4,21.128125
"LZ_WEST",2018,5,49.6001209677419
"LZ_WEST",2018,6,57.9675277777778
"LZ_WEST",2018,7,101.470967741935
"LZ_WEST",2018,8,33.2898521505376
"LZ_WEST",2018,9,27.1010972222222
"LZ_WEST",2018,10,30.0045564516129
"LZ_WEST",2018,11,31.2240277777778
"LZ_WEST",2018,12,34.9808467741936
"LZ_WEST",2019,1,27.4615322580645
"LZ_WEST",2019,2,22.7989583333333
"LZ_WEST",2019,3,31.2829609690444
"LZ_WEST",2019,4,21.6992361111111
"LZ_WEST",2019,5,28.8519892473118
"LZ_WEST",2019,6,32.0267777777778
"LZ_WEST",2019,7,32.075685483871
"LZ_WEST",2019,8,128.876465053763
"LZ_WEST",2019,9,83.4711388888889
"LZ_WEST",2019,10,49.3833602150538
"LZ_WEST",2019,11,49.3408472222222
"LZ_WEST",2019,12,39.5025940860215
